stratum,r,gene_set
same_drug,0.0325,all
same_drug,0.079,all
same_drug,0.037,all
same_drug,0.0522,all
same_drug,-0.0283,all
same_drug,-0.0426,all
same_drug,0.0003,all
same_drug,0.0134,all
same_drug,0.0648,all
same_drug,0.0392,all
same_drug,0.0648,all
same_drug,0.0396,all
same_drug,0.0576,all
same_drug,-0.0079,all
same_drug,0.0598,all
same_drug,0.1003,all
same_drug,0.0371,all
same_drug,0.088,all
same_drug,-0.0002,all
same_drug,-0.0109,all
same_drug,-0.0075,all
same_drug,0.1024,all
same_drug,0.0058,all
same_drug,0.0613,all
same_drug,0.03,all
same_drug,0.0386,all
same_drug,0.0429,all
same_drug,0.075,all
same_drug,0.0103,all
same_drug,-0.0028,all
same_drug,0.022,all
same_drug,0.117,all
same_drug,0.0416,all
same_drug,0.0795,all
same_drug,0.1424,all
same_drug,-0.0135,all
same_drug,0.0661,all
same_drug,0.033,all
same_drug,0.0534,all
same_drug,0.0639,all
same_drug,-0.0235,all
same_drug,0.049,all
same_drug,0.0816,all
same_drug,0.0076,all
same_drug,0.0324,all
same_drug,0.0149,all
same_drug,0.1075,all
same_drug,0.0422,all
same_drug,0.0966,all
same_drug,-0.0128,all
same_drug,0.0777,all
same_drug,0.0773,all
same_drug,0.0237,all
same_drug,0.0143,all
same_drug,-0.0157,all
same_drug,0.0895,all
same_drug,0.1233,all
same_drug,0.0273,all
same_drug,-0.0224,all
same_drug,-0.0144,all
same_drug,0.0816,all
same_drug,0.0507,all
same_drug,-0.0298,all
same_drug,0.1409,all
same_drug,0.0208,all
same_drug,0.0467,all
same_drug,0.0433,all
same_drug,0.0366,all
same_drug,-0.0211,all
same_drug,0.0656,all
same_drug,0.0017,all
same_drug,-0.005,all
same_drug,-0.0025,all
same_drug,-0.0505,all
same_drug,0.0014,all
same_drug,-0.0039,all
same_drug,0.0621,all
same_drug,0.0676,all
same_drug,0.0639,all
same_drug,-0.0079,all
same_drug,-0.0371,all
same_drug,0.0065,all
same_drug,0.0078,all
same_drug,0.2695,all
same_drug,0.072,all
same_drug,0.04,all
same_drug,-0.0132,all
same_drug,0.0671,all
same_drug,-0.006,all
same_drug,0.0197,all
same_drug,0.0716,all
same_drug,0.0495,all
same_drug,0.035,all
same_drug,0.0439,all
same_drug,0.069,all
same_drug,0.0226,all
same_drug,-0.003,all
same_drug,0.0448,all
same_drug,0.0251,all
same_drug,0.0041,all
same_drug,0.0637,all
same_drug,0.0015,all
same_drug,0.0688,all
same_drug,0.0321,all
same_drug,0.069,all
same_drug,0.0542,all
same_drug,0.0167,all
same_drug,0.0375,all
same_drug,0.0938,all
same_drug,-0.0214,all
same_drug,0.0018,all
same_drug,0.013,all
same_drug,0.0101,all
same_drug,0.01,all
same_drug,0.0648,all
same_drug,-0.0033,all
same_drug,0.0543,all
same_drug,0.047,all
same_drug,0.0836,all
same_drug,-0.0205,all
same_drug,0.0012,all
same_drug,0.0001,all
same_drug,0.0083,all
same_drug,0.0601,all
same_drug,0.0669,all
same_drug,0.0496,all
same_drug,0.0422,all
same_drug,-0.0272,all
same_drug,0.0186,all
same_drug,0.1782,all
same_drug,0.0402,all
same_drug,0.0464,all
same_drug,0.0003,all
same_drug,-0.0052,all
same_drug,0.0691,all
same_drug,0.0548,all
same_drug,0.0528,all
same_drug,0.0531,all
same_drug,-0.0003,all
same_drug,0.0262,all
same_drug,0.3631,all
same_drug,0.0784,all
same_drug,0.0556,all
same_drug,0.0168,all
same_drug,0.075,all
same_drug,0.0373,all
same_drug,0.003,all
same_drug,0.1197,all
same_drug,0.0143,all
same_drug,0.0291,all
same_drug,0.0878,all
same_drug,0.4101,all
same_drug,0.0843,all
same_drug,0.0464,all
same_drug,0.0502,all
same_drug,0.5024,all
same_drug,0.1206,all
same_drug,0.0564,all
same_drug,-0.0349,all
same_drug,-0.0185,all
same_drug,0.054,all
same_drug,0.0509,all
same_drug,0.0815,all
same_drug,0.0534,all
same_drug,0.0555,all
same_drug,0.0601,all
same_drug,0.0748,all
same_drug,0.0107,all
same_drug,0.0155,all
same_drug,-0.0226,all
same_drug,0.0292,all
same_drug,0.0549,all
same_drug,0.0325,all
same_drug,-0.0171,all
same_drug,0.0544,all
same_drug,0.0846,all
same_drug,0.0793,all
same_drug,0.0316,all
same_drug,-0.0391,all
same_drug,0.0665,all
same_drug,0.0668,all
same_drug,-0.0039,all
same_drug,0.0462,all
same_drug,0.0739,all
same_drug,-0.003,all
same_drug,0.069,all
same_drug,0.0151,all
same_drug,0.0215,all
same_drug,0.0982,all
same_drug,0.0558,all
same_drug,0.0683,all
same_drug,0.0085,all
same_drug,-0.0168,all
same_drug,0.0386,all
same_drug,0.0771,all
same_drug,-0.0222,all
same_drug,0.0131,all
same_drug,0.0178,all
same_drug,0.2916,all
same_drug,0.0924,all
same_drug,0.0458,all
same_drug,-0.0169,all
same_drug,0.0282,all
same_drug,0.0193,all
same_drug,0.076,all
same_drug,0.0427,all
same_drug,0.0854,all
same_drug,0.0086,all
same_drug,-0.0368,all
same_drug,0.0329,all
same_drug,0.023,all
same_drug,0.0775,all
same_drug,0.0596,all
same_drug,0.0275,all
same_drug,0.0464,all
same_drug,-0.0226,all
same_drug,0.0068,all
same_drug,0.0532,all
same_drug,0.0061,all
same_drug,0.0583,all
same_drug,-0.0414,all
same_drug,0.0312,all
same_drug,-0.0292,all
same_drug,0.0407,all
same_drug,0.0672,all
same_drug,0.0092,all
same_drug,0.0375,all
same_drug,0.0123,all
same_drug,0.0174,all
same_drug,0.0215,all
same_drug,0.0582,all
same_drug,0.0447,all
same_drug,0.0436,all
same_drug,-0.0481,all
same_drug,0.0469,all
same_drug,0.0864,all
same_drug,-0.0042,all
same_drug,0.0665,all
same_drug,0.0778,all
same_drug,0.0635,all
same_drug,0.0369,all
same_drug,0.0499,all
same_drug,0.04,all
same_drug,0.0524,all
same_drug,0.0579,all
same_drug,0.0265,all
same_drug,0.1206,all
same_drug,0.0356,all
same_drug,0.003,all
same_drug,0.053,all
same_drug,0.0073,all
same_drug,0.0281,all
same_drug,0.0327,all
same_drug,0.0052,all
same_drug,0.021,all
same_drug,0.0626,all
same_drug,0.0169,all
same_drug,0.0106,all
same_drug,-0.0275,all
same_drug,-0.001,all
same_drug,0.0975,all
same_drug,-0.0208,all
same_drug,0.0676,all
same_drug,0.0076,all
same_drug,-0.0062,all
same_drug,0.033,all
same_drug,0.0117,all
same_drug,0.0308,all
same_drug,0.0588,all
same_drug,0.0193,all
same_drug,0.0606,all
same_drug,0.0022,all
same_drug,0.0379,all
same_drug,0.0839,all
same_drug,0.0176,all
same_drug,0.0241,all
same_drug,0.0386,all
same_drug,0.0639,all
same_drug,0.0374,all
same_drug,0.0423,all
same_drug,0.098,all
same_drug,0.025,all
same_drug,0.0092,all
same_drug,0.0014,all
same_drug,0.0022,all
same_drug,0.175,all
same_drug,0.0418,all
same_drug,0.0776,all
same_drug,0.0428,all
same_drug,0.0246,all
same_drug,0.0843,all
same_drug,0.024,all
same_drug,0.0668,all
same_drug,0.0411,all
same_drug,-0.0043,all
same_drug,0.0845,all
same_drug,-0.0049,all
same_drug,0.0495,all
same_drug,0.0908,all
same_drug,0.0363,all
same_drug,0.0463,all
same_drug,-0.0214,all
same_drug,0.048,all
same_drug,0.0049,all
same_drug,0.0466,all
same_drug,0.005,all
same_drug,-0.0004,all
same_drug,0.0034,all
same_drug,0.0302,all
same_drug,0.0283,all
same_drug,0.1918,all
same_drug,0.0633,all
same_drug,0.0567,all
same_drug,0.0067,all
same_drug,0.0276,all
same_drug,0.036,all
same_drug,0.0665,all
same_drug,0.0744,all
same_drug,0.0828,all
same_drug,0.0872,all
same_drug,0.068,all
same_drug,0.0924,all
same_drug,0.0089,all
same_drug,0.0592,all
same_drug,0.0422,all
same_drug,0.1188,all
same_drug,0.0801,all
same_drug,-0.0104,all
same_drug,0.058,all
same_drug,0.059,all
same_drug,0.0078,all
same_drug,0.0072,all
same_drug,0.0815,all
same_drug,0.0663,all
same_drug,0.1042,all
same_drug,0.0065,all
same_drug,0.0836,all
same_drug,0.0039,all
same_drug,0.068,all
same_drug,0.0445,all
same_drug,0.3469,all
same_drug,0.0065,all
same_drug,-0.0187,all
same_drug,0.02,all
same_drug,0.0334,all
same_drug,0.0675,all
same_drug,0.0227,all
same_drug,0.0617,all
same_drug,0.0136,all
same_drug,0.0121,all
same_drug,-0.0193,all
same_drug,0.0321,all
same_drug,0.0488,all
same_drug,-0.0178,all
same_drug,0.0076,all
same_drug,0.0655,all
same_drug,0.0487,all
same_drug,0.0105,all
same_drug,0.0274,all
same_drug,0.001,all
same_drug,-0.005,all
same_drug,0.0485,all
same_drug,0.0654,all
same_drug,0.0057,all
same_drug,0.0285,all
same_drug,0.0444,all
same_drug,0.0655,all
same_drug,-0.0233,all
same_drug,0.0013,all
same_drug,0.0747,all
same_drug,-0.011,all
same_drug,0.0569,all
same_drug,0.0615,all
same_drug,0.0086,all
same_drug,0.0107,all
same_drug,0.0468,all
same_drug,0.0562,all
same_drug,0.038,all
same_drug,0.0715,all
same_drug,0.0226,all
same_drug,-0.0117,all
same_drug,0.0088,all
same_drug,0.0441,all
same_drug,-0.0045,all
same_drug,0.0658,all
same_drug,0.062,all
same_drug,0.0408,all
same_drug,0.0891,all
same_drug,0.0299,all
same_drug,0.0188,all
any_pair,-0.1516,responder
any_pair,-0.2234,responder
any_pair,-0.0636,responder
any_pair,0.2875,responder
any_pair,-0.1023,responder
any_pair,0.1219,responder
any_pair,-0.1125,responder
any_pair,0.1255,responder
any_pair,0.1724,responder
any_pair,0.2695,responder
any_pair,0.0558,responder
any_pair,0.2427,responder
any_pair,0.1195,responder
any_pair,0.2539,responder
any_pair,0.3419,responder
any_pair,0.1046,responder
any_pair,0.4217,responder
any_pair,0.0569,responder
any_pair,0.0059,responder
any_pair,0.0989,responder
any_pair,-0.0733,responder
any_pair,0.3618,responder
any_pair,0.1898,responder
any_pair,0.3456,responder
any_pair,-0.0002,responder
any_pair,0.0469,responder
any_pair,-0.0672,responder
any_pair,0.0807,responder
any_pair,0.0426,responder
any_pair,0.0992,responder
any_pair,0.1641,responder
any_pair,0.0164,responder
any_pair,0.2231,responder
any_pair,0.1999,responder
any_pair,0.4321,responder
any_pair,0.0658,responder
any_pair,-0.1066,responder
any_pair,-0.2743,responder
any_pair,0.261,responder
any_pair,0.043,responder
any_pair,-0.3626,responder
any_pair,-0.0543,responder
any_pair,0.1967,responder
any_pair,-0.1615,responder
any_pair,0.1792,responder
any_pair,0.3096,responder
any_pair,0.2745,responder
any_pair,0.1516,responder
any_pair,0.4191,responder
any_pair,0.1062,responder
any_pair,0.0073,responder
any_pair,-0.0257,responder
any_pair,0.0831,responder
any_pair,0.0716,responder
any_pair,0.1297,responder
any_pair,0.21,responder
any_pair,0.1501,responder
any_pair,-0.072,responder
any_pair,0.0554,responder
any_pair,0.2772,responder
any_pair,-0.2481,responder
any_pair,0.1465,responder
any_pair,-0.0434,responder
any_pair,-0.1511,responder
any_pair,-0.1904,responder
any_pair,0.2988,responder
any_pair,0.2708,responder
any_pair,0.0939,responder
any_pair,0.311,responder
any_pair,-0.0514,responder
any_pair,-0.0295,responder
any_pair,0.0483,responder
any_pair,-0.0737,responder
any_pair,0.1018,responder
any_pair,0.0311,responder
any_pair,0.5017,responder
any_pair,-0.0249,responder
any_pair,0.136,responder
any_pair,0.2238,responder
any_pair,-0.1108,responder
any_pair,0.1166,responder
any_pair,0.1884,responder
any_pair,0.4113,responder
any_pair,-0.1646,responder
any_pair,-0.0367,responder
any_pair,0.1768,responder
any_pair,0.3729,responder
any_pair,0.1179,responder
any_pair,0.2611,responder
any_pair,0.0621,responder
any_pair,-0.1138,responder
any_pair,0.0718,responder
any_pair,0.2275,responder
any_pair,0.0694,responder
any_pair,0.3961,responder
any_pair,-0.056,responder
any_pair,0.1876,responder
any_pair,0.1216,responder
any_pair,0.5185,responder
any_pair,0.4727,responder
any_pair,0.2304,responder
any_pair,0.0842,responder
any_pair,0.1364,responder
any_pair,0.3051,responder
any_pair,0.0915,responder
any_pair,0.0454,responder
any_pair,-0.6275,responder
any_pair,0.0058,responder
any_pair,0.1315,responder
any_pair,0.0243,responder
any_pair,0.2183,responder
any_pair,-0.1309,responder
any_pair,0.2745,responder
any_pair,0.0575,responder
any_pair,0.1467,responder
any_pair,0.214,responder
any_pair,0.1027,responder
any_pair,0.1051,responder
any_pair,0.1912,responder
any_pair,0.0979,responder
any_pair,0.0233,responder
any_pair,-0.4517,responder
any_pair,0.4368,responder
any_pair,0.0866,responder
any_pair,0.324,responder
any_pair,-0.0965,responder
any_pair,-0.0106,responder
any_pair,0.0319,responder
any_pair,0.3624,responder
any_pair,0.2339,responder
any_pair,0.5236,responder
any_pair,0.0496,responder
any_pair,0.1866,responder
any_pair,0.0757,responder
any_pair,0.0238,responder
any_pair,0.2798,responder
any_pair,-0.0025,responder
any_pair,0.0496,responder
any_pair,-0.161,responder
any_pair,0.1578,responder
any_pair,0.1649,responder
any_pair,-0.0782,responder
any_pair,0.0881,responder
any_pair,0.3097,responder
any_pair,0.0402,responder
any_pair,0.3514,responder
any_pair,0.3499,responder
any_pair,0.1016,responder
any_pair,0.5638,responder
any_pair,0.0138,responder
any_pair,0.1362,responder
any_pair,-0.0061,responder
any_pair,0.0703,responder
any_pair,-0.0314,responder
any_pair,-0.0829,responder
any_pair,0.0324,responder
any_pair,0.2586,responder
any_pair,0.1294,responder
any_pair,0.1034,responder
any_pair,0.039,responder
any_pair,0.1877,responder
any_pair,0.0242,responder
any_pair,0.0354,responder
any_pair,0.0803,responder
any_pair,0.1272,responder
any_pair,0.0813,responder
any_pair,0.1544,responder
any_pair,0.5809,responder
any_pair,0.07,responder
any_pair,0.3486,responder
any_pair,0.4129,responder
any_pair,0.2472,responder
any_pair,0.0145,responder
any_pair,0.2307,responder
any_pair,-0.0243,responder
any_pair,-0.0967,responder
any_pair,0.3165,responder
any_pair,-0.0751,responder
any_pair,0.2315,responder
any_pair,-0.0384,responder
any_pair,0.128,responder
any_pair,0.0405,responder
any_pair,0.1439,responder
any_pair,0.0035,responder
any_pair,0.1495,responder
any_pair,0.3337,responder
any_pair,0.3299,responder
any_pair,0.3347,responder
any_pair,0.1694,responder
any_pair,0.2573,responder
any_pair,0.2515,responder
any_pair,0.0871,responder
any_pair,0.0214,responder
any_pair,0.2741,responder
any_pair,0.5152,responder
any_pair,-0.2679,responder
any_pair,0.0795,responder
any_pair,0.4866,responder
any_pair,0.0569,responder
any_pair,0.1597,responder
any_pair,0.3488,responder
any_pair,0.1315,responder
any_pair,-0.2359,responder
any_pair,0.1954,responder
any_pair,-0.2817,responder
any_pair,-0.0733,responder
any_pair,0.0032,responder
any_pair,0.0427,responder
any_pair,0.3036,responder
any_pair,0.0391,responder
any_pair,-0.2227,responder
any_pair,0.0037,responder
any_pair,0.064,responder
any_pair,0.5936,responder
any_pair,0.1043,responder
any_pair,-0.0306,responder
any_pair,0.3536,responder
any_pair,-0.0821,responder
any_pair,0.2162,responder
any_pair,0.0532,responder
any_pair,-0.1587,responder
any_pair,-0.1737,responder
any_pair,0.1101,responder
any_pair,-0.0468,responder
any_pair,0.3981,responder
any_pair,0.0404,responder
any_pair,-0.1079,responder
any_pair,-0.001,responder
any_pair,0.0725,responder
any_pair,0.3542,responder
any_pair,0.065,responder
any_pair,0.0284,responder
any_pair,0.029,responder
any_pair,-0.1032,responder
any_pair,-0.091,responder
any_pair,-0.0605,responder
any_pair,-0.1965,responder
any_pair,-0.0023,responder
any_pair,-0.164,responder
any_pair,0.0891,responder
any_pair,0.184,responder
any_pair,0.2572,responder
any_pair,0.125,responder
any_pair,0.0901,responder
any_pair,0.161,responder
any_pair,-0.0618,responder
any_pair,0.1931,responder
any_pair,0.2574,responder
any_pair,-0.2015,responder
any_pair,0.0614,responder
any_pair,0.119,responder
any_pair,-0.1093,responder
any_pair,0.1278,responder
any_pair,0.0418,responder
any_pair,0.0608,responder
any_pair,0.0285,responder
any_pair,0.0754,responder
any_pair,0.1858,responder
any_pair,-0.1003,responder
any_pair,0.092,responder
any_pair,0.0664,responder
any_pair,0.2748,responder
any_pair,0.1092,responder
any_pair,0.0303,responder
any_pair,0.1487,responder
any_pair,-0.1725,responder
any_pair,0.0207,responder
any_pair,0.1268,responder
any_pair,0.1287,responder
any_pair,0.2447,responder
any_pair,0.0819,responder
any_pair,0.1762,responder
any_pair,0.0882,responder
any_pair,-0.0848,responder
any_pair,-0.1317,responder
any_pair,0.1839,responder
any_pair,-0.0712,responder
any_pair,0.0473,responder
any_pair,-0.3853,responder
any_pair,0.1518,responder
any_pair,0.1479,responder
any_pair,0.1347,responder
any_pair,0.319,responder
any_pair,0.1974,responder
any_pair,0.1246,responder
any_pair,0.6291,responder
any_pair,0.1007,responder
any_pair,-0.0192,responder
any_pair,0.0672,responder
any_pair,0.2611,responder
any_pair,0.0535,responder
any_pair,0.1182,responder
any_pair,-0.09,responder
any_pair,0.043,responder
any_pair,0.471,responder
any_pair,0.1105,responder
any_pair,0.1639,responder
any_pair,-0.1733,responder
any_pair,0.277,responder
any_pair,0.0702,responder
any_pair,0.2333,responder
any_pair,-0.1328,responder
any_pair,0.1413,responder
any_pair,0.2009,responder
any_pair,0.2578,responder
any_pair,0.2838,responder
any_pair,0.0263,responder
any_pair,0.2538,responder
any_pair,-0.1291,responder
any_pair,0.0146,responder
any_pair,-0.0151,responder
any_pair,-0.1127,responder
any_pair,0.4219,responder
any_pair,0.2791,responder
any_pair,-0.2555,responder
any_pair,-0.1279,responder
any_pair,0.0116,responder
any_pair,-0.0106,responder
any_pair,0.1756,responder
any_pair,-0.0215,responder
any_pair,0.0367,responder
any_pair,0.1338,responder
any_pair,0.1613,responder
any_pair,0.1765,responder
any_pair,0.2817,responder
any_pair,-0.017,responder
any_pair,-0.1945,responder
any_pair,0.1484,responder
any_pair,0.3611,responder
any_pair,0.1846,responder
any_pair,0.1676,responder
any_pair,-0.2417,responder
any_pair,0.0921,responder
any_pair,0.1075,responder
any_pair,0.349,responder
any_pair,0.1593,responder
any_pair,0.3159,responder
any_pair,-0.2399,responder
any_pair,-0.0409,responder
any_pair,0.1258,responder
any_pair,0.1287,responder
any_pair,0.073,responder
any_pair,0.2725,responder
any_pair,0.3452,responder
any_pair,0.212,responder
any_pair,0.3532,responder
any_pair,0.0903,responder
any_pair,-0.0619,responder
any_pair,0.218,responder
any_pair,0.1766,responder
any_pair,0.4228,responder
any_pair,0.1045,responder
any_pair,0.2578,responder
any_pair,0.0882,responder
any_pair,-0.0592,responder
any_pair,0.1556,responder
any_pair,0.1126,responder
any_pair,0.228,responder
any_pair,0.0893,responder
any_pair,0.2744,responder
any_pair,0.1174,responder
any_pair,-0.1652,responder
any_pair,0.123,responder
any_pair,-0.0873,responder
any_pair,0.1324,responder
any_pair,-0.0182,responder
any_pair,0.2294,responder
any_pair,0.0652,responder
any_pair,0.1881,responder
any_pair,0.4796,responder
any_pair,-0.082,responder
any_pair,0.2141,responder
any_pair,0.0078,responder
any_pair,0.1492,responder
any_pair,-0.3275,responder
any_pair,0.415,responder
any_pair,0.0077,responder
any_pair,0.1743,responder
any_pair,0.1077,responder
any_pair,0.405,responder
any_pair,0.1034,responder
any_pair,-0.0862,responder
any_pair,0.2105,responder
any_pair,0.099,responder
any_pair,0.053,responder
any_pair,0.3828,responder
any_pair,-0.0198,responder
any_pair,-0.0651,responder
any_pair,0.0072,responder
any_pair,0.0473,responder
any_pair,-0.1327,responder
any_pair,0.018,responder
any_pair,-0.0583,responder
any_pair,0.241,responder
any_pair,0.1981,responder
any_pair,0.0143,responder
any_pair,0.0578,responder
any_pair,0.3198,responder
any_pair,0.0074,responder
any_pair,0.1203,responder
any_pair,-0.0904,responder
any_pair,-0.0334,responder
any_pair,0.0693,responder
any_pair,0.0234,responder
any_pair,0.0608,responder
any_pair,0.2248,responder
any_pair,0.0713,responder
any_pair,0.0265,responder
any_pair,0.0726,responder
any_pair,-0.0633,responder
any_pair,0.2162,responder
any_pair,0.1692,responder
any_pair,-0.0173,responder
any_pair,0.2445,responder
any_pair,-0.2618,responder
any_pair,-0.0431,responder
any_pair,0.108,responder
any_pair,-0.0484,responder
any_pair,0.0874,responder
any_pair,0.2767,responder
any_pair,0.283,responder
any_pair,0.2202,responder
any_pair,0.4932,responder
any_pair,0.3207,responder
any_pair,0.4343,responder
any_pair,-0.2196,responder
any_pair,-0.155,responder
any_pair,0.0238,responder
any_pair,-0.218,responder
any_pair,0.0278,responder
any_pair,0.1341,responder
any_pair,-0.0642,responder
any_pair,0.0582,responder
any_pair,0.1456,responder
any_pair,0.1293,responder
any_pair,0.3056,responder
any_pair,0.0358,responder
any_pair,0.1217,responder
any_pair,-0.1836,responder
any_pair,0.1676,responder
diff_drug,0.0527,responder
diff_drug,-0.1613,responder
diff_drug,0.0717,responder
diff_drug,-0.1627,responder
diff_drug,-0.1011,responder
diff_drug,0.5247,responder
diff_drug,-0.0368,responder
diff_drug,-0.0735,responder
diff_drug,0.206,responder
diff_drug,0.4334,responder
diff_drug,0.1744,responder
diff_drug,0.1414,responder
diff_drug,0.3214,responder
diff_drug,-0.0091,responder
diff_drug,-0.0469,responder
diff_drug,0.211,responder
diff_drug,0.0189,responder
diff_drug,0.2324,responder
diff_drug,0.1421,responder
diff_drug,0.1474,responder
diff_drug,0.3654,responder
diff_drug,-0.0315,responder
diff_drug,0.0238,responder
diff_drug,0.1865,responder
diff_drug,0.2773,responder
diff_drug,-0.0208,responder
diff_drug,-0.0745,responder
diff_drug,0.2526,responder
diff_drug,-0.0566,responder
diff_drug,0.0561,responder
diff_drug,-0.5482,responder
diff_drug,0.0913,responder
diff_drug,0.1033,responder
diff_drug,0.1308,responder
diff_drug,-0.0321,responder
diff_drug,-0.0661,responder
diff_drug,0.1434,responder
diff_drug,0.0368,responder
diff_drug,0.1162,responder
diff_drug,-0.1946,responder
diff_drug,-0.044,responder
diff_drug,0.3798,responder
diff_drug,0.0698,responder
diff_drug,0.0756,responder
diff_drug,0.0109,responder
diff_drug,-0.2331,responder
diff_drug,0.2025,responder
diff_drug,0.3445,responder
diff_drug,-0.057,responder
diff_drug,0.0613,responder
diff_drug,0.004,responder
diff_drug,0.1531,responder
diff_drug,0.0913,responder
diff_drug,0.2031,responder
diff_drug,0.4059,responder
diff_drug,-0.0542,responder
diff_drug,-0.0118,responder
diff_drug,-0.0733,responder
diff_drug,-0.1015,responder
diff_drug,0.132,responder
diff_drug,0.3683,responder
diff_drug,-0.0303,responder
diff_drug,0.2111,responder
diff_drug,-0.0425,responder
diff_drug,0.2985,responder
diff_drug,0.2856,responder
diff_drug,0.2388,responder
diff_drug,-0.049,responder
diff_drug,-0.2094,responder
diff_drug,0.3081,responder
diff_drug,-0.0426,responder
diff_drug,0.0989,responder
diff_drug,-0.0589,responder
diff_drug,0.0289,responder
diff_drug,0.1358,responder
diff_drug,0.4243,responder
diff_drug,-0.0979,responder
diff_drug,0.4914,responder
diff_drug,0.1344,responder
diff_drug,0.1264,responder
diff_drug,-0.0414,responder
diff_drug,0.0275,responder
diff_drug,0.2068,responder
diff_drug,0.3046,responder
diff_drug,0.4349,responder
diff_drug,0.3328,responder
diff_drug,-0.0506,responder
diff_drug,-0.0503,responder
diff_drug,-0.2359,responder
diff_drug,-0.3762,responder
diff_drug,-0.2065,responder
diff_drug,0.1809,responder
diff_drug,0.0752,responder
diff_drug,0.2139,responder
diff_drug,0.1196,responder
diff_drug,0.0668,responder
diff_drug,0.3102,responder
diff_drug,0.0125,responder
diff_drug,-0.2178,responder
diff_drug,0.3891,responder
diff_drug,0.1948,responder
diff_drug,0.3027,responder
diff_drug,0.284,responder
diff_drug,0.0253,responder
diff_drug,0.2802,responder
diff_drug,-0.063,responder
diff_drug,-0.1219,responder
diff_drug,0.135,responder
diff_drug,0.0941,responder
diff_drug,0.0493,responder
diff_drug,-0.0565,responder
diff_drug,0.2299,responder
diff_drug,-0.1073,responder
diff_drug,0.0717,responder
diff_drug,0.0561,responder
diff_drug,0.037,responder
diff_drug,-0.0327,responder
diff_drug,0.0683,responder
diff_drug,-0.1507,responder
diff_drug,0.0422,responder
diff_drug,0.2137,responder
diff_drug,-0.0355,responder
diff_drug,0.1811,responder
diff_drug,0.3396,responder
diff_drug,0.333,responder
diff_drug,-0.001,responder
diff_drug,0.2881,responder
diff_drug,0.445,responder
diff_drug,0.5144,responder
diff_drug,-0.1704,responder
diff_drug,0.5506,responder
diff_drug,0.2285,responder
diff_drug,0.0189,responder
diff_drug,0.279,responder
diff_drug,0.5731,responder
diff_drug,0.2772,responder
diff_drug,-0.1079,responder
diff_drug,0.0853,responder
diff_drug,0.0951,responder
diff_drug,-0.0,responder
diff_drug,-0.0407,responder
diff_drug,0.3065,responder
diff_drug,0.1681,responder
diff_drug,0.3166,responder
diff_drug,0.2391,responder
diff_drug,0.1393,responder
diff_drug,0.0211,responder
diff_drug,0.3187,responder
diff_drug,-0.0697,responder
diff_drug,-0.1874,responder
diff_drug,0.2081,responder
diff_drug,0.0666,responder
diff_drug,0.1978,responder
diff_drug,0.1224,responder
diff_drug,0.0048,responder
diff_drug,0.0434,responder
diff_drug,-0.109,responder
diff_drug,-0.1075,responder
diff_drug,0.2133,responder
diff_drug,0.071,responder
diff_drug,0.4265,responder
diff_drug,0.0818,responder
diff_drug,-0.0763,responder
diff_drug,0.4096,responder
diff_drug,0.1726,responder
diff_drug,0.2737,responder
diff_drug,0.1703,responder
diff_drug,0.2381,responder
diff_drug,0.2181,responder
diff_drug,0.3203,responder
diff_drug,0.1209,responder
diff_drug,0.4019,responder
diff_drug,0.0054,responder
diff_drug,0.1423,responder
diff_drug,0.0258,responder
diff_drug,0.1711,responder
diff_drug,0.4022,responder
diff_drug,0.0862,responder
diff_drug,0.1581,responder
diff_drug,-0.1953,responder
diff_drug,0.0335,responder
diff_drug,-0.0035,responder
diff_drug,-0.0287,responder
diff_drug,0.0169,responder
diff_drug,0.171,responder
diff_drug,0.201,responder
diff_drug,0.1195,responder
diff_drug,0.2043,responder
diff_drug,0.1505,responder
diff_drug,-0.0282,responder
diff_drug,0.1678,responder
diff_drug,0.165,responder
diff_drug,0.136,responder
diff_drug,0.1448,responder
diff_drug,0.0465,responder
diff_drug,-0.1258,responder
diff_drug,0.1794,responder
diff_drug,-0.0074,responder
diff_drug,0.2461,responder
diff_drug,0.2883,responder
diff_drug,-0.033,responder
diff_drug,0.0592,responder
diff_drug,0.244,responder
diff_drug,-0.0325,responder
diff_drug,0.2783,responder
diff_drug,0.0609,responder
diff_drug,0.4715,responder
diff_drug,0.2253,responder
diff_drug,-0.1353,responder
diff_drug,0.0522,responder
diff_drug,0.1767,responder
diff_drug,-0.009,responder
diff_drug,0.1515,responder
diff_drug,0.541,responder
diff_drug,0.0113,responder
diff_drug,0.0519,responder
diff_drug,0.2561,responder
diff_drug,0.0839,responder
diff_drug,-0.0755,responder
diff_drug,-0.0833,responder
diff_drug,0.1303,responder
diff_drug,0.1169,responder
diff_drug,0.2866,responder
diff_drug,-0.0847,responder
diff_drug,-0.0006,responder
diff_drug,0.0675,responder
diff_drug,0.2194,responder
diff_drug,-0.0232,responder
diff_drug,0.1091,responder
diff_drug,0.2681,responder
diff_drug,0.326,responder
diff_drug,-0.0969,responder
diff_drug,-0.2704,responder
diff_drug,0.2363,responder
diff_drug,0.0268,responder
diff_drug,-0.0189,responder
diff_drug,0.4877,responder
diff_drug,0.1262,responder
diff_drug,-0.0303,responder
diff_drug,0.3423,responder
diff_drug,0.4621,responder
diff_drug,0.3291,responder
diff_drug,-0.0993,responder
diff_drug,0.1761,responder
diff_drug,0.1064,responder
diff_drug,-0.0981,responder
diff_drug,0.3754,responder
