stratum,r,gene_set,dose
diff_drug,0.0728,responder,0.05
diff_drug,-0.0471,responder,0.05
diff_drug,0.0575,responder,0.05
diff_drug,0.052,responder,0.05
diff_drug,0.3028,responder,0.05
diff_drug,-0.0043,responder,0.05
diff_drug,0.0358,responder,0.05
diff_drug,-0.0989,responder,0.05
diff_drug,-0.0949,responder,0.05
diff_drug,0.0351,responder,0.05
diff_drug,0.1298,responder,0.05
diff_drug,0.3302,responder,0.05
diff_drug,0.1008,responder,0.05
diff_drug,0.0913,responder,0.05
diff_drug,0.0726,responder,0.05
diff_drug,-0.0541,responder,0.05
diff_drug,0.0581,responder,0.05
diff_drug,0.0469,responder,0.05
diff_drug,0.0234,responder,0.05
diff_drug,0.0012,responder,0.05
diff_drug,0.0384,responder,0.05
diff_drug,0.1061,responder,0.05
diff_drug,-0.1553,responder,0.05
diff_drug,0.2057,responder,0.05
diff_drug,-0.0368,responder,0.05
diff_drug,0.1185,responder,0.05
diff_drug,0.0973,responder,0.05
diff_drug,0.1427,responder,0.05
diff_drug,0.0138,responder,0.05
diff_drug,0.1038,responder,0.05
diff_drug,0.0126,responder,0.05
diff_drug,0.1716,responder,0.05
diff_drug,0.0478,responder,0.05
diff_drug,0.026,responder,0.05
diff_drug,0.0245,responder,0.05
diff_drug,-0.1255,responder,0.05
diff_drug,0.2009,responder,0.05
diff_drug,0.0259,responder,0.05
diff_drug,-0.1978,responder,0.05
diff_drug,0.1949,responder,0.05
diff_drug,-0.1472,responder,0.05
diff_drug,-0.054,responder,0.05
diff_drug,0.0589,responder,0.05
diff_drug,-0.2247,responder,0.05
diff_drug,-0.0029,responder,0.05
diff_drug,-0.0145,responder,0.05
diff_drug,-0.1985,responder,0.05
diff_drug,0.0951,responder,0.05
diff_drug,0.1005,responder,0.05
diff_drug,-0.0012,responder,0.05
diff_drug,-0.1607,responder,0.05
diff_drug,-0.0153,responder,0.05
diff_drug,0.0236,responder,0.05
diff_drug,-0.1222,responder,0.05
diff_drug,0.1033,responder,0.05
diff_drug,0.23,responder,0.05
diff_drug,-0.0165,responder,0.05
diff_drug,0.0215,responder,0.05
diff_drug,0.1219,responder,0.05
diff_drug,0.0305,responder,0.05
diff_drug,-0.0305,responder,0.05
diff_drug,0.0095,responder,0.05
diff_drug,0.0879,responder,0.05
diff_drug,0.0229,responder,0.05
diff_drug,0.0692,responder,0.05
diff_drug,0.0994,responder,0.05
diff_drug,0.1377,responder,0.05
diff_drug,0.1032,responder,0.05
diff_drug,0.2338,responder,0.05
diff_drug,0.1242,responder,0.05
diff_drug,0.1346,responder,0.05
diff_drug,0.1938,responder,0.05
diff_drug,0.0542,responder,0.05
diff_drug,0.0588,responder,0.05
diff_drug,0.0352,responder,0.05
diff_drug,0.4107,responder,0.05
diff_drug,-0.0739,responder,0.05
diff_drug,-0.265,responder,0.05
diff_drug,0.2613,responder,0.05
diff_drug,0.0613,responder,0.05
diff_drug,-0.0907,responder,0.05
diff_drug,0.0268,responder,0.05
diff_drug,-0.0207,responder,0.05
diff_drug,0.085,responder,0.05
diff_drug,0.0056,responder,0.05
diff_drug,-0.0977,responder,0.05
diff_drug,-0.0001,responder,0.05
diff_drug,0.2356,responder,0.05
diff_drug,0.3984,responder,0.05
diff_drug,-0.0242,responder,0.05
diff_drug,-0.0206,responder,0.05
diff_drug,0.4295,responder,0.05
diff_drug,-0.1403,responder,0.05
diff_drug,0.1468,responder,0.05
diff_drug,0.1206,responder,0.05
diff_drug,0.1414,responder,0.05
diff_drug,0.1189,responder,0.05
diff_drug,-0.1635,responder,0.05
diff_drug,-0.3055,responder,0.05
diff_drug,0.0524,responder,0.05
diff_drug,0.3355,responder,0.05
diff_drug,0.0369,responder,0.05
diff_drug,0.1873,responder,0.05
diff_drug,0.2022,responder,0.05
diff_drug,0.0261,responder,0.05
diff_drug,0.0335,responder,0.05
diff_drug,0.2765,responder,0.05
diff_drug,-0.0048,responder,0.05
diff_drug,0.3288,responder,0.05
diff_drug,0.3317,responder,0.05
diff_drug,0.0598,responder,0.05
diff_drug,0.1768,responder,0.05
diff_drug,0.0267,responder,0.05
diff_drug,-0.0311,responder,0.05
diff_drug,0.0556,responder,0.05
diff_drug,-0.1201,responder,0.05
diff_drug,0.1919,responder,0.05
diff_drug,0.057,responder,0.05
diff_drug,-0.0138,responder,0.05
diff_drug,0.2359,responder,0.05
diff_drug,-0.0523,responder,0.05
diff_drug,-0.0141,responder,0.05
diff_drug,0.2583,responder,0.05
diff_drug,0.2825,responder,0.05
diff_drug,0.2096,responder,0.05
diff_drug,0.1616,responder,0.05
diff_drug,-0.049,responder,0.05
diff_drug,0.0544,responder,0.05
diff_drug,-0.132,responder,0.05
diff_drug,0.2383,responder,0.05
diff_drug,0.4859,responder,0.05
diff_drug,-0.0151,responder,0.05
diff_drug,0.2792,responder,0.05
diff_drug,-0.0019,responder,0.05
diff_drug,0.0167,responder,0.05
diff_drug,-0.0409,responder,0.05
diff_drug,0.015,responder,0.05
diff_drug,0.3806,responder,0.05
diff_drug,0.1133,responder,0.05
diff_drug,0.1625,responder,0.05
diff_drug,-0.0716,responder,0.05
diff_drug,0.0748,responder,0.05
diff_drug,0.1296,responder,0.05
diff_drug,0.0196,responder,0.05
diff_drug,0.079,responder,0.05
diff_drug,-0.012,responder,0.05
diff_drug,0.0759,responder,0.05
diff_drug,0.5391,responder,0.05
diff_drug,0.3378,responder,0.05
diff_drug,0.1667,responder,0.05
diff_drug,-0.0023,responder,0.05
diff_drug,0.3859,responder,0.05
diff_drug,-0.0778,responder,0.05
diff_drug,0.0812,responder,0.05
diff_drug,0.0421,responder,0.05
diff_drug,0.0215,responder,0.05
diff_drug,0.266,responder,0.05
diff_drug,0.0548,responder,0.05
diff_drug,0.0467,responder,0.05
diff_drug,0.0612,responder,0.05
diff_drug,0.0438,responder,0.05
diff_drug,0.0005,responder,0.05
diff_drug,0.1552,responder,0.05
diff_drug,0.0182,responder,0.05
diff_drug,0.0189,responder,0.05
diff_drug,-0.0904,responder,0.05
diff_drug,0.0893,responder,0.05
diff_drug,0.2568,responder,0.05
diff_drug,-0.1714,responder,0.05
diff_drug,0.0322,responder,0.05
diff_drug,-0.1362,responder,0.05
diff_drug,0.072,responder,0.05
diff_drug,-0.0485,responder,0.05
diff_drug,-0.199,responder,0.05
diff_drug,-0.2312,responder,0.05
diff_drug,-0.0848,responder,0.05
diff_drug,0.0536,responder,0.05
diff_drug,-0.1348,responder,0.05
diff_drug,0.0873,responder,0.05
diff_drug,0.0908,responder,0.05
diff_drug,0.1665,responder,0.05
diff_drug,-0.0536,responder,0.05
diff_drug,0.0336,responder,0.05
diff_drug,-0.1672,responder,0.05
diff_drug,0.2625,responder,0.05
diff_drug,0.2257,responder,0.05
diff_drug,-0.0054,responder,0.05
diff_drug,0.0109,responder,0.05
diff_drug,0.0165,responder,0.05
diff_drug,0.0543,responder,0.05
diff_drug,0.0926,responder,0.05
diff_drug,0.3677,responder,0.05
diff_drug,0.1179,responder,0.05
diff_drug,0.1455,responder,0.05
diff_drug,0.0702,responder,0.05
diff_drug,0.277,responder,0.05
diff_drug,0.034,responder,0.05
diff_drug,0.0416,responder,0.05
diff_drug,0.1634,responder,0.05
diff_drug,0.2062,responder,0.05
diff_drug,0.0367,responder,0.05
diff_drug,0.0062,responder,0.05
diff_drug,-0.0139,responder,0.05
diff_drug,-0.0898,responder,0.05
diff_drug,0.3236,responder,0.05
diff_drug,0.0328,responder,0.05
diff_drug,-0.1193,responder,0.05
diff_drug,0.0407,responder,0.05
diff_drug,0.0731,responder,0.05
diff_drug,-0.1707,responder,0.05
diff_drug,0.0319,responder,0.05
diff_drug,0.0431,responder,0.05
diff_drug,0.0618,responder,0.05
diff_drug,0.2202,responder,0.05
diff_drug,-0.0348,responder,0.05
diff_drug,0.0859,responder,0.05
diff_drug,0.4073,responder,0.05
diff_drug,0.031,responder,0.05
diff_drug,-0.0635,responder,0.05
diff_drug,0.1942,responder,0.05
diff_drug,0.1154,responder,0.05
diff_drug,0.1704,responder,0.05
diff_drug,-0.0537,responder,0.05
diff_drug,-0.0825,responder,0.05
diff_drug,0.0595,responder,0.05
diff_drug,0.1016,responder,0.05
diff_drug,0.6122,responder,0.05
diff_drug,-0.0103,responder,0.05
diff_drug,0.0427,responder,0.05
diff_drug,0.1239,responder,0.05
diff_drug,-0.223,responder,0.05
diff_drug,0.1254,responder,0.05
diff_drug,0.1599,responder,0.05
diff_drug,-0.0976,responder,0.05
diff_drug,0.102,responder,0.05
diff_drug,0.0084,responder,0.05
diff_drug,0.0509,responder,0.05
diff_drug,0.1081,responder,0.05
diff_drug,0.0018,responder,0.05
diff_drug,0.0764,responder,0.05
diff_drug,0.0806,responder,0.05
diff_drug,0.0818,responder,0.05
diff_drug,0.0385,responder,0.05
diff_drug,-0.1307,responder,0.05
diff_drug,0.2589,responder,0.05
diff_drug,0.0216,responder,0.05
diff_drug,0.199,responder,0.05
diff_drug,0.0542,responder,0.05
diff_drug,0.0273,responder,0.05
diff_drug,0.1015,responder,0.05
diff_drug,0.0838,responder,0.05
diff_drug,0.3752,responder,0.05
diff_drug,0.3326,responder,0.05
diff_drug,0.1842,responder,0.05
diff_drug,0.1308,responder,0.05
diff_drug,0.1223,responder,0.05
diff_drug,0.3545,responder,0.05
diff_drug,0.0948,responder,0.05
diff_drug,0.0759,responder,0.05
diff_drug,0.4093,responder,0.05
diff_drug,0.2788,responder,0.05
diff_drug,0.2614,responder,0.05
diff_drug,0.1083,responder,0.05
diff_drug,-0.0713,responder,0.05
diff_drug,-0.0764,responder,0.05
diff_drug,-0.007,responder,0.05
diff_drug,0.2409,responder,0.05
diff_drug,0.1908,responder,0.05
diff_drug,0.1596,responder,0.05
diff_drug,0.1905,responder,0.05
diff_drug,0.1081,responder,0.05
diff_drug,0.0905,responder,0.05
diff_drug,0.3255,responder,0.05
diff_drug,0.1967,responder,0.05
diff_drug,0.0405,responder,0.05
diff_drug,0.0482,responder,0.05
diff_drug,0.0747,responder,0.05
diff_drug,-0.1853,responder,0.05
diff_drug,0.015,responder,0.05
diff_drug,0.0106,responder,0.05
diff_drug,0.1709,responder,0.05
diff_drug,0.18,responder,0.05
diff_drug,0.0168,responder,0.05
diff_drug,0.1597,responder,0.05
diff_drug,0.2662,responder,0.05
diff_drug,-0.0546,responder,0.05
diff_drug,-0.1265,responder,0.05
diff_drug,0.0052,responder,0.05
diff_drug,-0.5003,responder,0.05
diff_drug,0.0948,responder,0.05
diff_drug,-0.0691,responder,0.05
diff_drug,-0.0682,responder,0.05
diff_drug,0.0437,responder,0.05
diff_drug,0.1485,responder,0.05
diff_drug,0.0869,responder,0.05
diff_drug,-0.0702,responder,0.05
diff_drug,0.0281,responder,0.05
diff_drug,0.1864,responder,0.05
diff_drug,0.0377,responder,0.05
diff_drug,0.1693,responder,0.05
diff_drug,0.2609,responder,0.05
same_drug,-0.0472,responder,0.05
same_drug,-0.1195,responder,0.05
same_drug,0.0115,responder,0.05
same_drug,-0.0787,responder,0.05
same_drug,-0.0016,responder,0.05
same_drug,0.0075,responder,0.05
same_drug,0.34,responder,0.05
same_drug,0.0327,responder,0.05
same_drug,0.1093,responder,0.05
same_drug,-0.0819,responder,0.05
same_drug,0.0294,responder,0.05
same_drug,0.1556,responder,0.05
same_drug,-0.0428,responder,0.05
same_drug,0.1637,responder,0.05
same_drug,0.1942,responder,0.05
same_drug,0.1091,responder,0.05
same_drug,-0.0103,responder,0.05
same_drug,0.2836,responder,0.05
same_drug,0.163,responder,0.05
same_drug,0.1081,responder,0.05
same_drug,-0.2276,responder,0.05
same_drug,0.0445,responder,0.05
same_drug,0.026,responder,0.05
same_drug,-0.2337,responder,0.05
same_drug,0.3997,responder,0.05
same_drug,0.0675,responder,0.05
same_drug,-0.0119,responder,0.05
same_drug,-0.1365,responder,0.05
same_drug,0.0656,responder,0.05
same_drug,0.3431,responder,0.05
same_drug,0.1794,responder,0.05
same_drug,0.2269,responder,0.05
same_drug,0.168,responder,0.05
same_drug,0.0067,responder,0.05
same_drug,0.1925,responder,0.05
same_drug,-0.3829,responder,0.05
same_drug,0.07,responder,0.05
same_drug,0.4047,responder,0.05
same_drug,0.0416,responder,0.05
same_drug,0.1373,responder,0.05
same_drug,-0.0722,responder,0.05
same_drug,0.0056,responder,0.05
same_drug,0.1839,responder,0.05
same_drug,0.0469,responder,0.05
same_drug,0.1207,responder,0.05
same_drug,-0.1373,responder,0.05
same_drug,-0.0778,responder,0.05
same_drug,0.3908,responder,0.05
same_drug,0.2232,responder,0.05
same_drug,0.0044,responder,0.05
same_drug,0.0098,responder,0.05
same_drug,0.1592,responder,0.05
same_drug,-0.0387,responder,0.05
same_drug,0.01,responder,0.05
same_drug,-0.2678,responder,0.05
same_drug,-0.0203,responder,0.05
same_drug,0.0027,responder,0.05
same_drug,0.4689,responder,0.05
same_drug,-0.1054,responder,0.05
same_drug,0.0695,responder,0.05
same_drug,-0.1053,responder,0.05
same_drug,-0.1013,responder,0.05
same_drug,-0.0145,responder,0.05
same_drug,0.0189,responder,0.05
same_drug,-0.0299,responder,0.05
same_drug,0.0577,responder,0.05
same_drug,0.2704,responder,0.05
same_drug,0.0814,responder,0.05
same_drug,0.0502,responder,0.05
same_drug,0.2361,responder,0.05
same_drug,-0.1944,responder,0.05
same_drug,0.1372,responder,0.05
same_drug,0.0429,responder,0.05
same_drug,0.0091,responder,0.05
same_drug,-0.3167,responder,0.05
same_drug,-0.2204,responder,0.05
same_drug,0.0152,responder,0.05
same_drug,-0.0688,responder,0.05
same_drug,-0.066,responder,0.05
same_drug,0.0933,responder,0.05
same_drug,-0.0652,responder,0.05
same_drug,0.0757,responder,0.05
same_drug,-0.142,responder,0.05
same_drug,0.0544,responder,0.05
same_drug,0.5153,responder,0.05
same_drug,0.023,responder,0.05
same_drug,-0.0229,responder,0.05
same_drug,0.0127,responder,0.05
same_drug,0.1216,responder,0.05
same_drug,-0.1354,responder,0.05
same_drug,-0.0413,responder,0.05
same_drug,0.0495,responder,0.05
same_drug,0.1917,responder,0.05
same_drug,0.1288,responder,0.05
same_drug,0.0763,responder,0.05
same_drug,0.3356,responder,0.05
same_drug,0.0396,responder,0.05
same_drug,0.2994,responder,0.05
same_drug,0.1326,responder,0.05
same_drug,0.1794,responder,0.05
same_drug,-0.0164,responder,0.05
same_drug,0.1037,responder,0.05
same_drug,0.059,responder,0.05
same_drug,0.0067,responder,0.05
same_drug,-0.0071,responder,0.05
same_drug,-0.004,responder,0.05
same_drug,-0.0954,responder,0.05
same_drug,0.0643,responder,0.05
same_drug,0.1715,responder,0.05
same_drug,-0.0212,responder,0.05
same_drug,0.1893,responder,0.05
same_drug,-0.2159,responder,0.05
same_drug,-0.0276,responder,0.05
same_drug,-0.0818,responder,0.05
same_drug,-0.178,responder,0.05
same_drug,-0.0088,responder,0.05
same_drug,0.0675,responder,0.05
same_drug,0.1308,responder,0.05
same_drug,-0.0059,responder,0.05
same_drug,-0.0402,responder,0.05
same_drug,0.1024,responder,0.05
same_drug,-0.0414,responder,0.05
same_drug,0.7331,responder,0.05
same_drug,-0.0205,responder,0.05
same_drug,-0.1821,responder,0.05
same_drug,0.0243,responder,0.05
same_drug,-0.0085,responder,0.05
same_drug,0.0013,responder,0.05
same_drug,-0.0517,responder,0.05
same_drug,0.0156,responder,0.05
same_drug,-0.0141,responder,0.05
same_drug,-0.0147,responder,0.05
same_drug,0.2762,responder,0.05
same_drug,0.1401,responder,0.05
same_drug,-0.0017,responder,0.05
same_drug,-0.1578,responder,0.05
same_drug,0.1326,responder,0.05
same_drug,0.1146,responder,0.05
same_drug,0.1489,responder,0.05
same_drug,-0.0043,responder,0.05
same_drug,0.0622,responder,0.05
same_drug,-0.0063,responder,0.05
same_drug,0.0089,responder,0.05
same_drug,0.0298,responder,0.05
same_drug,-0.0216,responder,0.05
same_drug,0.0025,responder,0.05
same_drug,-0.0214,responder,0.05
same_drug,-0.0236,responder,0.05
same_drug,0.0107,responder,0.05
same_drug,0.0304,responder,0.05
same_drug,0.0042,responder,0.05
same_drug,0.0276,responder,0.05
same_drug,0.7125,responder,0.05
same_drug,-0.0038,responder,0.05
same_drug,0.1018,responder,0.05
same_drug,0.0823,responder,0.05
same_drug,-0.0991,responder,0.05
same_drug,0.1633,responder,0.05
same_drug,0.5104,responder,0.05
same_drug,-0.0426,responder,0.05
same_drug,0.05,responder,0.05
same_drug,0.0274,responder,0.05
same_drug,0.0062,responder,0.05
same_drug,0.0133,responder,0.05
same_drug,0.0644,responder,0.05
same_drug,0.2078,responder,0.05
same_drug,-0.0098,responder,0.05
same_drug,0.0214,responder,0.05
same_drug,0.0699,responder,0.05
same_drug,-0.0624,responder,0.05
same_drug,0.1253,responder,0.05
same_drug,0.206,responder,0.05
same_drug,0.0271,responder,0.05
same_drug,-0.0149,responder,0.05
same_drug,-0.0511,responder,0.05
same_drug,0.1456,responder,0.05
same_drug,-0.0508,responder,0.05
same_drug,0.0668,responder,0.05
same_drug,0.0276,responder,0.05
same_drug,0.0308,responder,0.05
same_drug,0.2589,responder,0.05
same_drug,-0.0195,responder,0.05
same_drug,0.4354,responder,0.05
same_drug,-0.0122,responder,0.05
same_drug,0.1475,responder,0.05
same_drug,0.1979,responder,0.05
same_drug,0.2317,responder,0.05
same_drug,0.061,responder,0.05
same_drug,-0.0645,responder,0.05
same_drug,0.4486,responder,0.05
same_drug,0.1302,responder,0.05
same_drug,0.0712,responder,0.05
same_drug,-0.0198,responder,0.05
same_drug,0.0824,responder,0.05
same_drug,0.3147,responder,0.05
same_drug,0.0088,responder,0.05
same_drug,-0.0001,responder,0.05
same_drug,-0.0419,responder,0.05
same_drug,0.0817,responder,0.05
same_drug,0.2893,responder,0.05
same_drug,-0.1074,responder,0.05
same_drug,0.1388,responder,0.05
same_drug,0.0255,responder,0.05
same_drug,0.0277,responder,0.05
same_drug,0.1094,responder,0.05
same_drug,0.0826,responder,0.05
same_drug,-0.214,responder,0.05
same_drug,-0.0315,responder,0.05
same_drug,0.1518,responder,0.05
same_drug,0.2616,responder,0.05
same_drug,-0.0232,responder,0.05
same_drug,-0.1364,responder,0.05
same_drug,0.0372,responder,0.05
same_drug,-0.0368,responder,0.05
same_drug,-0.0502,responder,0.05
same_drug,0.0129,responder,0.05
same_drug,-0.1888,responder,0.05
same_drug,0.0322,responder,0.05
same_drug,0.4786,responder,0.05
same_drug,0.8919,responder,0.05
same_drug,0.0413,responder,0.05
same_drug,0.4424,responder,0.05
same_drug,0.0596,responder,0.05
same_drug,0.0875,responder,0.05
same_drug,0.0004,responder,0.05
same_drug,-0.1085,responder,0.05
same_drug,0.3525,responder,0.05
same_drug,0.1275,responder,0.05
same_drug,0.0167,responder,0.05
same_drug,0.1008,responder,0.05
same_drug,0.0278,responder,0.05
same_drug,0.019,responder,0.05
same_drug,0.1853,responder,0.05
same_drug,0.0615,responder,0.05
same_drug,0.0636,responder,0.05
same_drug,-0.1996,responder,0.05
same_drug,-0.0229,responder,0.05
same_drug,0.11,responder,0.05
same_drug,0.0373,responder,0.05
same_drug,0.3921,responder,0.05
same_drug,0.082,responder,0.05
same_drug,0.0462,responder,0.05
same_drug,0.133,responder,0.05
same_drug,0.0143,responder,0.05
same_drug,0.006,responder,0.05
same_drug,0.465,responder,0.05
same_drug,0.1867,responder,0.05
same_drug,0.0054,responder,0.05
same_drug,-0.0603,responder,0.05
same_drug,-0.0048,responder,0.05
same_drug,0.0491,responder,0.05
same_drug,-0.0509,responder,0.05
same_drug,0.5129,responder,0.05
same_drug,0.0221,responder,0.05
same_drug,-0.0394,responder,0.05
same_drug,0.0834,responder,0.05
same_drug,0.0997,responder,0.05
same_drug,-0.0022,responder,0.05
same_drug,0.1539,responder,0.05
same_drug,0.0022,responder,0.05
same_drug,0.0478,responder,0.05
same_drug,0.0395,responder,0.05
same_drug,-0.0128,responder,0.05
same_drug,0.3221,responder,0.05
same_drug,-0.0165,responder,0.05
same_drug,0.0179,responder,0.05
same_drug,0.122,responder,0.05
same_drug,0.0706,responder,0.05
same_drug,0.3231,responder,0.05
same_drug,0.4412,responder,0.05
same_drug,0.0573,responder,0.05
same_drug,0.01,responder,0.05
same_drug,-0.0492,responder,0.05
same_drug,-0.2479,responder,0.05
same_drug,-0.182,responder,0.05
same_drug,0.1515,responder,0.05
same_drug,0.4645,responder,0.05
same_drug,0.0016,responder,0.05
same_drug,0.0256,responder,0.05
same_drug,0.3096,responder,0.05
same_drug,0.1087,responder,0.05
same_drug,0.0019,responder,0.05
same_drug,-0.0153,responder,0.05
same_drug,0.0436,responder,0.05
same_drug,-0.0933,responder,0.05
same_drug,0.0587,responder,0.05
same_drug,0.3391,responder,0.05
same_drug,0.0582,responder,0.05
same_drug,0.1487,responder,0.05
same_drug,0.0151,responder,0.05
same_drug,-0.088,responder,0.05
same_drug,-0.0722,responder,0.05
same_drug,-0.1023,responder,0.05
same_drug,0.082,responder,0.05
same_drug,0.0899,responder,0.05
same_drug,0.1198,responder,0.05
same_drug,-0.0704,responder,0.05
same_drug,-0.0686,responder,0.05
same_drug,0.0246,responder,0.05
same_drug,0.2582,responder,0.05
same_drug,0.1765,responder,0.05
same_drug,-0.0375,responder,0.05
same_drug,0.32,responder,0.05
same_drug,0.0109,responder,0.05
same_drug,0.4381,responder,0.05
same_drug,0.1961,responder,0.05
same_drug,-0.0219,responder,0.05
same_drug,0.0273,responder,0.05
same_drug,0.1209,responder,0.05
same_drug,0.5221,responder,0.05
same_drug,0.0564,responder,0.05
same_drug,0.217,responder,0.05
same_drug,0.0355,responder,0.05
same_drug,0.602,responder,0.05
same_drug,-0.0041,responder,0.05
same_drug,0.3235,responder,0.05
same_drug,0.146,responder,0.05
same_drug,0.8422,responder,0.05
same_drug,0.3326,responder,0.05
same_drug,-0.1252,responder,0.05
same_drug,-0.0025,responder,0.05
same_drug,0.0969,responder,0.05
same_drug,0.1986,responder,0.05
same_drug,0.087,responder,0.05
same_drug,-0.0768,responder,0.05
same_drug,0.0638,responder,0.05
same_drug,-0.0095,responder,0.05
same_drug,-0.0822,responder,0.05
same_drug,0.1806,responder,0.05
same_drug,0.0369,responder,0.05
same_drug,0.0591,responder,0.05
same_drug,0.1809,responder,0.05
same_drug,0.0434,responder,0.05
same_drug,0.0023,responder,0.05
same_drug,0.1594,responder,0.05
same_drug,0.0527,responder,0.05
same_drug,0.0045,responder,0.05
same_drug,-0.1408,responder,0.05
same_drug,0.0451,responder,0.05
same_drug,0.4447,responder,0.05
same_drug,0.1382,responder,0.05
same_drug,-0.0327,responder,0.05
same_drug,0.0065,responder,0.05
same_drug,0.1156,responder,0.05
same_drug,-0.05,responder,0.05
same_drug,-0.0065,responder,0.05
same_drug,-0.0845,responder,0.05
same_drug,0.2171,responder,0.05
same_drug,0.0111,responder,0.05
same_drug,0.0487,responder,0.05
same_drug,0.1681,responder,0.05
same_drug,0.0227,responder,0.05
same_drug,0.0955,responder,0.05
same_drug,0.0223,responder,0.05
same_drug,-0.2231,responder,0.05
same_drug,-0.042,responder,0.05
same_drug,0.0355,responder,0.05
same_drug,-0.0404,responder,0.05
same_drug,0.2089,responder,0.05
same_drug,-0.0304,responder,0.05
same_drug,0.0123,responder,0.05
same_drug,0.0553,responder,0.05
same_drug,-0.1281,responder,0.05
same_drug,0.0408,responder,0.05
same_drug,0.0641,responder,0.05
same_drug,0.0115,responder,0.05
same_drug,0.028,responder,0.05
same_drug,-0.1132,responder,0.05
same_drug,0.0225,responder,0.05
same_drug,0.1711,responder,0.05
same_drug,-0.041,responder,0.05
same_drug,-0.0513,responder,0.05
same_drug,-0.0448,responder,0.05
same_drug,0.1895,responder,0.05
same_drug,0.0856,responder,0.05
same_drug,-0.0294,responder,0.05
same_drug,-0.0028,responder,0.05
same_drug,-0.0331,responder,0.05
same_drug,0.2155,responder,0.05
same_drug,-0.1941,responder,0.05
same_drug,0.0669,responder,0.05
same_drug,0.2388,responder,0.05
same_drug,0.3922,responder,0.05
same_drug,-0.1408,responder,0.05
same_drug,0.0841,responder,0.05
same_drug,0.0174,responder,0.05
same_drug,-0.1188,responder,0.05
same_drug,-0.0255,responder,0.05
same_drug,0.2598,responder,0.05
same_drug,0.0711,responder,0.05
same_drug,0.8797,responder,0.05
same_drug,0.1843,responder,0.05
same_drug,0.1548,responder,0.05
same_drug,-0.0035,responder,0.05
same_drug,0.2078,responder,0.05
same_drug,-0.0131,responder,0.05
same_drug,0.3716,responder,0.05
same_drug,0.0743,responder,0.05
same_drug,-0.2239,responder,0.05
same_drug,0.1724,responder,0.05
same_drug,0.0152,responder,0.05
same_drug,-0.0023,responder,0.05
same_drug,0.0131,responder,0.05
same_drug,0.0988,responder,0.05
same_drug,0.015,responder,0.05
same_drug,0.0677,responder,0.05
same_drug,-0.1552,responder,0.05
same_drug,0.012,responder,0.05
same_drug,-0.0109,responder,0.05
same_drug,0.4656,responder,0.05
same_drug,-0.0042,responder,0.05
same_drug,0.0642,responder,0.05
same_drug,0.3195,responder,0.05
same_drug,-0.2163,responder,0.05
same_drug,0.5001,responder,0.05
same_drug,-0.1207,responder,0.05
same_drug,-0.1512,responder,0.05
same_drug,0.2539,responder,0.05
same_drug,-0.2125,responder,0.05
same_drug,-0.0854,responder,0.05
same_drug,0.2191,responder,0.05
same_drug,0.0719,responder,0.05
same_drug,0.4595,responder,0.05
same_drug,-0.0603,responder,0.05
same_drug,0.006,responder,0.05
same_drug,0.0372,responder,0.05
same_drug,0.0414,responder,0.05
same_drug,0.0202,responder,0.05
same_drug,0.2025,responder,0.05
same_drug,-0.0774,responder,0.05
same_drug,-0.1139,responder,0.05
same_drug,-0.1627,responder,0.05
same_drug,-0.0426,responder,0.05
same_drug,-0.0376,responder,0.05
same_drug,0.0035,responder,0.05
same_drug,0.0439,responder,0.05
same_drug,0.0957,responder,0.05
same_drug,0.0222,responder,0.05
same_drug,0.145,responder,0.05
same_drug,0.0666,responder,0.05
same_drug,-0.0722,responder,0.05
same_drug,0.1068,responder,0.05
same_drug,0.0933,responder,0.05
same_drug,0.0101,responder,0.05
any_pair,0.0297,all,0.5
any_pair,-0.0187,all,0.5
any_pair,-0.0098,all,0.5
any_pair,0.0105,all,0.5
any_pair,0.0089,all,0.5
any_pair,0.0346,all,0.5
any_pair,0.0257,all,0.5
any_pair,-0.0106,all,0.5
any_pair,0.0137,all,0.5
any_pair,0.0046,all,0.5
any_pair,-0.0423,all,0.5
any_pair,0.0269,all,0.5
any_pair,0.0385,all,0.5
any_pair,0.0093,all,0.5
any_pair,-0.0152,all,0.5
any_pair,0.0106,all,0.5
any_pair,-0.0183,all,0.5
any_pair,-0.0191,all,0.5
any_pair,-0.0329,all,0.5
any_pair,-0.0154,all,0.5
any_pair,0.007,all,0.5
any_pair,-0.0129,all,0.5
any_pair,0.0285,all,0.5
any_pair,0.0294,all,0.5
any_pair,-0.0,all,0.5
any_pair,0.0177,all,0.5
any_pair,-0.0221,all,0.5
any_pair,0.0195,all,0.5
any_pair,0.0041,all,0.5
any_pair,0.0511,all,0.5
any_pair,-0.0081,all,0.5
any_pair,-0.008,all,0.5
any_pair,-0.0027,all,0.5
any_pair,-0.0188,all,0.5
any_pair,0.0218,all,0.5
any_pair,-0.0608,all,0.5
any_pair,-0.0342,all,0.5
any_pair,0.0006,all,0.5
any_pair,0.0355,all,0.5
any_pair,0.0121,all,0.5
any_pair,0.0239,all,0.5
any_pair,-0.0272,all,0.5
any_pair,0.0083,all,0.5
any_pair,0.0224,all,0.5
any_pair,-0.0543,all,0.5
any_pair,0.026,all,0.5
any_pair,0.0078,all,0.5
any_pair,0.0082,all,0.5
any_pair,-0.033,all,0.5
any_pair,0.0026,all,0.5
any_pair,0.0023,all,0.5
any_pair,-0.0119,all,0.5
